layer_idx,neuron_idx,assigned_value
0,18,-0.0018739700317382
0,32,-0.0001578330993652
0,43,-0.0006842613220214
0,64,-0.0006475448608398
0,81,-0.0004515647888183
0,83,-9.959936141967772e-05
0,86,-0.0003638267517089
0,90,-8.386373519897461e-05
0,104,-0.0001453161239624
0,114,-0.0002387762069702
0,117,-0.0009379386901855
0,125,-0.0014629364013671
0,159,-8.499622344970703e-05
0,172,-0.0008306503295898
0,182,-9.846687316894533e-05
0,203,-0.0003395080566406
0,213,-0.0002046823501586
0,216,-0.0001355409622192
0,228,-0.0003902912139892
0,245,-0.0001225471496582
0,247,-0.0007686614990234
0,248,-0.0003342628479003
0,252,-0.0003221035003662
0,257,-0.0009145736694335
0,260,-0.0001466274261474
0,263,-0.0003068447113037
0,271,-0.0007119178771972
0,312,-0.0007128715515136
0,318,-0.0002249479293823
0,332,-0.0002996921539306
0,339,-0.0001092553138732
0,344,-0.0016613006591796
0,350,-0.0015726089477539
0,355,-0.0005178451538085
0,364,-0.0001748800277709
0,377,-0.0001205205917358
0,381,-0.0006532669067382
0,400,-0.0002665519714355
0,403,-1.4126300811767578e-05
0,409,-0.0001704692840576
0,421,-0.0001702308654785
0,434,-0.0002541542053222
0,438,-0.000307559967041
0,440,-5.40614128112793e-05
0,472,-0.0002100467681884
0,473,-0.0001036524772644
0,478,-0.0008473396301269
0,479,-0.001845359802246
0,484,-0.0004944801330566
0,486,-0.0005173683166503
0,492,-6.651878356933594e-05
0,496,-0.0007038116455078
0,501,-3.135204315185547e-05
0,504,-2.557039260864257e-05
0,520,-0.0003280639648437
0,533,-0.0007476806640625
0,538,-0.0002827644348144
0,544,-6.753206253051758e-05
0,547,-7.665157318115234e-05
0,548,-0.0007009506225585
0,561,-0.001225471496582
0,566,-0.0001916885375976
0,569,-0.0002977848052978
0,573,-0.000523567199707
0,577,-9.065866470336914e-05
0,587,-0.0001255273818969
0,604,-8.237361907958984e-05
0,616,-0.0013113021850585
0,643,-0.0003271102905273
0,646,-0.0003361701965332
0,649,-0.0004267692565917
0,651,-4.8220157623291016e-05
0,663,-0.0001933574676513
0,670,-0.0003461837768554
0,674,-0.0001448392868041
0,676,-0.0010967254638671
0,688,-0.0002710819244384
0,689,-0.0009636878967285
0,703,-0.0053672790527343
0,706,-0.0008769035339355
0,708,-0.0006985664367675
0,713,-0.0003728866577148
0,740,-0.00059175491333
0,747,-0.0005803108215332
0,766,-0.0004084110260009
0,772,-2.849102020263672e-05
0,773,-0.0001765489578247
0,783,-0.0002282857894897
0,784,-0.0002213716506958
0,795,-0.000108778476715
0,808,-0.0003540515899658
0,812,-0.0001006722450256
0,830,-0.0002156496047973
0,844,-0.001042366027832
0,854,-9.012222290039062e-05
0,855,-2.026557922363281e-05
0,862,-0.000490665435791
0,865,-0.0005488395690917
0,869,-0.0003888607025146
0,889,-0.0008325576782226
0,896,-4.380941390991211e-05
0,917,-0.0003361701965332
0,918,-0.000589370727539
0,919,-0.000370979309082
0,926,-0.0007824897766113
0,931,-0.0007634162902832
0,936,-0.000403881072998
0,940,-0.0013103485107421
0,944,-0.0002448558807373
0,945,-0.0002577304840087
0,955,-0.0001298189163208
0,961,-0.0003466606140136
0,978,-0.0003700256347656
0,979,-0.0003576278686523
0,982,-0.0002443790435791
0,985,-0.0008149147033691
0,994,-0.0001232624053955
0,1014,-0.0005102157592773
0,1017,-0.0001379251480102
0,1043,-0.0011148452758789
0,1045,-0.0005712509155273
0,1048,-0.000253677368164
0,1063,-0.0002808570861816
0,1074,-0.000340461730957
0,1080,-0.0006890296936035
0,1090,-0.0026607513427734
0,1092,-0.0002877712249755
0,1093,-0.0002765655517578
0,1103,-0.0013885498046875
0,1105,-0.0014266967773437
0,1132,-0.0002106428146362
0,1152,-0.0006747245788574
0,1169,-4.351139068603516e-05
0,1173,-0.0003328323364257
0,1183,-0.0001394748687744
0,1186,-0.0007681846618652
0,1188,-0.0002095699310302
0,1199,-3.0100345611572266e-05
0,1204,-0.0001966953277587
0,1206,-0.0002369880676269
0,1208,-0.0005617141723632
0,1216,-0.0002660751342773
0,1219,-3.796815872192383e-05
0,1232,-5.429983139038086e-05
0,1233,-0.002349853515625
0,1243,-0.0011348724365234
0,1250,-0.0003414154052734
0,1253,-4.1961669921875e-05
0,1258,-0.0002853870391845
