layer_idx,neuron_idx,assigned_value
0,7,-9.894371032714844e-06
0,12,1.132488250732422e-05
0,13,1.52587890625e-05
0,15,0.0001988410949707
0,24,0.000182032585144
0,31,-5.316734313964844e-05
0,61,0.0003390312194824
0,63,0.0008010864257812
0,77,0.0001560449600219
0,93,0.000307559967041
0,95,0.000109851360321
0,102,0.0003790855407714
0,105,0.0003511905670166
0,110,-8.511543273925781e-05
0,112,0.0001122951507568
0,113,0.0007381439208984
0,124,0.0001659393310546
0,158,0.0009984970092773
0,162,0.0006337165832519
0,163,0.0002453327178955
0,166,9.822845458984376e-05
0,167,0.0012941360473632
0,173,0.0002682209014892
0,174,0.0003798007965087
0,179,0.0005526542663574
0,187,-3.4928321838378906e-05
0,195,0.0006394386291503
0,198,0.0006060600280761
0,211,0.0002162456512451
0,231,0.0007181167602539
0,232,0.0002789497375488
0,234,0.0001323223114013
0,237,0.0003585815429687
0,240,8.51750373840332e-05
0,246,0.0003364086151123
0,254,0.0002460479736328
0,258,0.0002402067184448
0,264,0.0003042221069335
0,265,0.0002219676971435
0,266,0.0001455545425415
0,274,0.0001975297927856
0,286,0.0007290840148925
0,288,0.0003836154937744
0,297,0.0005455017089843
0,303,5.644559860229492e-05
0,307,4.7266483306884766e-05
0,308,0.0005135536193847
0,314,0.0001335144042968
0,316,1.9669532775878903e-05
0,317,0.0005927085876464
0,320,0.0003716945648193
0,323,5.8710575103759766e-05
0,327,0.0002956390380859
0,333,5.251169204711914e-05
0,334,0.0006756782531738
0,338,0.0008115768432617
0,345,0.0004668235778808
0,347,0.0014114379882812
0,354,0.0016250610351562
0,370,0.0003924369812011
0,371,0.0008268356323242
0,384,0.0002108812332153
0,385,8.106231689453125e-06
0,392,3.123283386230469e-05
0,397,0.0004189014434814
0,401,0.0002803802490234
0,404,7.790327072143555e-05
0,408,0.0005216598510742
0,411,0.0004963874816894
0,423,0.0005135536193847
0,427,7.802248001098633e-05
0,431,0.0006451606750488
0,435,0.0011529922485351
